gid,sgg_nm_k,sido_nm_k,격자 내 토지이용(건물)의 밀도
다사56b55b,성북구,서울특별시,146.4340039
다사66a45a,송파구,서울특별시,146.3377392
다사41b44b,구로구,서울특별시,146.165832
다사63a49a,광진구,서울특별시,146.15975
다사58a60a,강북구,서울특별시,145.99991
다사59a62b,도봉구,서울특별시,145.9117712
다사57a57a,성북구,서울특별시,145.9034536
다사52b47a,용산구,서울특별시,145.700572
다사58b42b,서초구,서울특별시,145.543828
다사47a39a,금천구,서울특별시,145.5391356
다사53a50a,용산구,서울특별시,145.514106
다사48a58a,은평구,서울특별시,145.4975666
다사47a44a,영등포구,서울특별시,145.4910996
다사50a50a,마포구,서울특별시,145.4809744
다사67b50a,강동구,서울특별시,145.47536
다사48b57a,은평구,서울특별시,145.377592
다사42b48a,강서구,서울특별시,145.27565
다사52b49b,용산구,서울특별시,145.2059928
다사45b43b,구로구,서울특별시,145.20535
다사56a42b,서초구,서울특별시,145.175236
다사46b44a,영등포구,서울특별시,145.16395
다사48b43a,관악구,서울특별시,145.1436928
다사49b44a,동작구,서울특별시,144.505494
다사59b52b,동대문구,서울특별시,144.5039297
다사63a53a,중랑구,서울특별시,144.3824368
다사64b45a,송파구,서울특별시,144.3245943
다사60a54a,동대문구,서울특별시,144.3137728
다사51b44a,동작구,서울특별시,144.2521196
다사45a54a,마포구,서울특별시,144.198924
다사48b51a,마포구,서울특별시,144.1792652
다사44b45a,구로구,서울특별시,143.9701284
다사53a48a,용산구,서울특별시,143.703588
다사53b42a,동작구,서울특별시,143.6998728
다사63b50b,광진구,서울특별시,143.582036
다사64b41b,강남구,서울특별시,143.5550743
다사55a44b,서초구,서울특별시,143.38578
다사67a43a,송파구,서울특별시,143.316606
다사65a45b,송파구,서울특별시,143.2609776
다사60a41b,강남구,서울특별시,143.173042
다사63b44b,송파구,서울특별시,143.155728
다사48a56b,은평구,서울특별시,143.127648
다사62b43b,강남구,서울특별시,143.0667224
다사48a53b,서대문구,서울특별시,142.9244416
다사43b48b,강서구,서울특별시,142.9164856
다사62b51a,광진구,서울특별시,142.8831908
다사47a45b,영등포구,서울특별시,142.8692064
다사56a43a,서초구,서울특별시,142.7687068
다사42a44b,구로구,서울특별시,142.7607816
다사47b51a,마포구,서울특별시,142.67332
다사65b43a,송파구,서울특별시,142.6217034
다사48a56a,은평구,서울특별시,142.4151395
다사47b44b,영등포구,서울특별시,142.2375529
다사61b55b,동대문구,서울특별시,142.1799192
다사61b53a,동대문구,서울특별시,142.088816
다사59a61b,도봉구,서울특별시,141.9827296
다사62b52b,중랑구,서울특별시,141.8022732
다사47a50b,마포구,서울특별시,141.76713
다사49a44a,동작구,서울특별시,141.472416
다사63a57b,중랑구,서울특별시,141.1437087
다사53a43b,동작구,서울특별시,141.1211543
다사59b53b,동대문구,서울특별시,141.084744
다사55b52a,중구,서울특별시,140.99832
다사49a45b,동작구,서울특별시,140.9384808
다사46b45a,영등포구,서울특별시,140.876972
다사61b60b,노원구,서울특별시,140.8562306
다사60a53a,동대문구,서울특별시,140.8125012
다사60b63b,노원구,서울특별시,140.8030528
다사52a44a,동작구,서울특별시,140.7794228
다사67b43b,송파구,서울특별시,140.6984404
다사49a42b,관악구,서울특별시,140.6481944
다사45a49a,양천구,서울특별시,140.558104
다사57b59a,강북구,서울특별시,140.4843992
다사64b40b,강남구,서울특별시,140.3999884
다사59a51b,성동구,서울특별시,140.3872132
다사50a41b,관악구,서울특별시,140.2602476
다사62b54b,중랑구,서울특별시,140.2313892
다사58a50a,성동구,서울특별시,140.1611572
다사53b41b,관악구,서울특별시,140.0119636
다사62b48a,광진구,서울특별시,139.978364
다사60a50a,성동구,서울특별시,139.8941788
다사63a50b,광진구,서울특별시,139.8730632
다사47b39a,금천구,서울특별시,139.7867035
다사46b40b,금천구,서울특별시,139.7657828
다사59a42a,서초구,서울특별시,139.764012
다사59b42b,강남구,서울특별시,139.175088
다사68b49b,강동구,서울특별시,139.0185704
다사43a46b,양천구,서울특별시,138.901922
다사47b50a,마포구,서울특별시,138.7832968
다사47a41b,금천구,서울특별시,138.7623772
다사43b49a,강서구,서울특별시,138.3658968
다사47b50b,마포구,서울특별시,138.2801532
다사61a60a,노원구,서울특별시,138.272356
다사56b50b,중구,서울특별시,138.1869856
다사43a48a,강서구,서울특별시,138.084881
다사58b62b,도봉구,서울특별시,137.9174766
다사57a54a,성북구,서울특별시,137.591654
다사43a47b,양천구,서울특별시,137.5098456
다사46a40a,금천구,서울특별시,137.4439435
다사49a54a,서대문구,서울특별시,137.266696
다사56a45b,서초구,서울특별시,137.070816
다사47b53a,서대문구,서울특별시,136.931698
다사48b41b,관악구,서울특별시,136.869462
다사63a51a,광진구,서울특별시,136.670166
다사47b57a,은평구,서울특별시,136.6303584
다사52b49a,용산구,서울특별시,136.606787
다사41a48b,강서구,서울특별시,136.5947001
다사59a57a,성북구,서울특별시,136.448196
다사62a49b,광진구,서울특별시,136.2684604
다사58a48a,강남구,서울특별시,136.222748
다사49b42a,관악구,서울특별시,136.185072
다사59a63a,도봉구,서울특별시,136.1096092
다사63b54b,중랑구,서울특별시,135.6516048
다사62b45b,송파구,서울특별시,135.6265622
다사56a52b,종로구,서울특별시,135.4544287
다사60b56b,성북구,서울특별시,135.428108
다사64a54a,중랑구,서울특별시,135.4162397
다사46b41b,금천구,서울특별시,135.2523696
다사62b50b,광진구,서울특별시,135.20444
다사50b46a,동작구,서울특별시,134.9865808
다사62b62a,노원구,서울특별시,134.8689028
다사58b57b,강북구,서울특별시,134.830146
다사46b53a,마포구,서울특별시,134.726556
다사42b45b,구로구,서울특별시,134.7175588
다사49b51a,서대문구,서울특별시,134.6326512
다사66b43b,송파구,서울특별시,134.5001904
다사55b53b,종로구,서울특별시,134.4877267
다사52a42a,관악구,서울특별시,134.255088
다사48a57b,은평구,서울특별시,134.2067012
다사58b52a,성동구,서울특별시,134.027696
다사61b51a,성동구,서울특별시,133.881168
다사55a52a,종로구,서울특별시,133.7976872
다사41b44a,구로구,서울특별시,133.7723088
다사42a47b,양천구,서울특별시,133.732944
다사46b39b,금천구,서울특별시,133.5452488
다사56a48a,용산구,서울특별시,133.4193624
다사54a42a,서초구,서울특별시,133.40189
다사61b52b,동대문구,서울특별시,133.3967752
다사49b43b,관악구,서울특별시,133.342552
다사62a60a,노원구,서울특별시,133.325816
다사65a44b,송파구,서울특별시,133.315572
다사46a48b,영등포구,서울특별시,133.2957561
다사59b43b,강남구,서울특별시,133.274228
다사58b52b,동대문구,서울특별시,133.260646
다사61b56a,동대문구,서울특별시,133.2524168
다사68a47b,강동구,서울특별시,133.214058
다사60a63b,노원구,서울특별시,133.129462
다사57a60b,강북구,서울특별시,133.1119584
다사47a41a,금천구,서울특별시,133.0988384
다사56b53b,성북구,서울특별시,133.005816
다사49a53b,서대문구,서울특별시,132.977894
다사43a50b,강서구,서울특별시,132.9347184
다사53a42b,동작구,서울특별시,132.8382125
다사62b45a,송파구,서울특별시,132.80943
다사44a48a,양천구,서울특별시,132.7587576
다사63a52a,광진구,서울특별시,132.546063
다사50a43a,관악구,서울특별시,132.535146
다사43a48b,강서구,서울특별시,132.141681
다사49a51b,마포구,서울특별시,132.0973504
다사42b47a,양천구,서울특별시,131.97778
다사45a44b,구로구,서울특별시,131.8007616
다사49a56a,은평구,서울특별시,131.684412
다사55a48a,용산구,서울특별시,131.5983221
다사54a43b,동작구,서울특별시,131.482395
다사58a53a,동대문구,서울특별시,131.248686
다사62a50b,광진구,서울특별시,131.2309648
다사61a46b,강남구,서울특별시,131.0632712
다사57b53a,종로구,서울특별시,131.050153
다사62b54a,중랑구,서울특별시,131.039836
다사66a46a,송파구,서울특별시,130.910956
다사71b51a,강동구,서울특별시,130.76954
다사64b44b,송파구,서울특별시,130.685622
다사59a51a,성동구,서울특별시,130.4891
다사54a46b,용산구,서울특별시,130.471064
다사43b48a,강서구,서울특별시,130.308546
다사62b56a,중랑구,서울특별시,130.301802
다사61a54a,동대문구,서울특별시,130.243876
다사47a43a,영등포구,서울특별시,130.2219472
다사56b54a,성북구,서울특별시,130.1860412
다사63b53b,중랑구,서울특별시,130.0383336
다사56b44a,서초구,서울특별시,129.9842036
다사47a38b,금천구,서울특별시,129.9453968
다사41b48b,강서구,서울특별시,129.8551228
다사52a52b,서대문구,서울특별시,129.8148241
다사47b55a,은평구,서울특별시,129.80854
다사49a56b,은평구,서울특별시,129.807794
다사50a45a,동작구,서울특별시,129.5852504
다사48a51a,마포구,서울특별시,129.5503276
다사42b43a,구로구,서울특별시,129.427
다사44b43b,구로구,서울특별시,129.29718
다사42b42b,구로구,서울특별시,129.2919704
다사57b53b,성북구,서울특별시,129.220288
다사62b55b,중랑구,서울특별시,129.1747984
다사69a44a,송파구,서울특별시,129.113746
다사63b54a,중랑구,서울특별시,129.099722
다사47a40b,금천구,서울특별시,129.097814
다사56b49b,성동구,서울특별시,129.065436
다사48b54b,은평구,서울특별시,129.029352
다사61b48b,광진구,서울특별시,128.995648
다사67a49a,강동구,서울특별시,128.95877
다사67a42b,송파구,서울특별시,128.922784
다사47b46a,영등포구,서울특별시,128.818869
다사61a58a,노원구,서울특별시,128.8175033
다사60a52a,성동구,서울특별시,128.740588
다사62a62b,노원구,서울특별시,128.7043148
다사48a42b,관악구,서울특별시,128.624794
다사62b56b,중랑구,서울특별시,128.6008548
다사42b48b,강서구,서울특별시,128.5726516
다사47a40a,금천구,서울특별시,128.37993
다사58a58a,강북구,서울특별시,128.359922
다사61a62b,노원구,서울특별시,128.2258736
다사55b48b,용산구,서울특별시,128.222528
다사50b55a,서대문구,서울특별시,128.2213032
다사47a43b,영등포구,서울특별시,128.196236
다사42b51a,강서구,서울특별시,128.1906604
다사40a51b,강서구,서울특별시,128.159324
다사62b57b,노원구,서울특별시,128.1333026
다사60b62b,노원구,서울특별시,128.012492
다사66b43a,송파구,서울특별시,127.9270656
다사63b50a,광진구,서울특별시,127.834324
다사55b42a,서초구,서울특별시,127.587088
다사67a50b,강동구,서울특별시,127.576978
다사61a54b,동대문구,서울특별시,127.409672
다사52a49a,용산구,서울특별시,127.3629228
다사47a39b,금천구,서울특별시,127.3600748
다사48b51b,마포구,서울특별시,127.3430116
다사59b62b,도봉구,서울특별시,127.2156709
다사40a52b,강서구,서울특별시,127.1403919
다사59b41a,서초구,서울특별시,127.053922
다사54a41b,서초구,서울특별시,127.0108876
다사43a46a,양천구,서울특별시,126.901064
다사60a61b,도봉구,서울특별시,126.787166
다사57b43a,서초구,서울특별시,126.7340468
다사58b55a,성북구,서울특별시,126.7150784
다사64b55b,중랑구,서울특별시,126.6042603
다사63a54a,중랑구,서울특별시,126.6033564
다사66a48a,송파구,서울특별시,126.47515
다사63a51b,광진구,서울특별시,126.377596
다사39b53a,강서구,서울특별시,125.924548
다사62b61b,노원구,서울특별시,125.919148
다사62b48b,광진구,서울특별시,125.5861644
다사50a57a,은평구,서울특별시,125.5578529
다사65a55b,중랑구,서울특별시,125.3734842
다사67a47a,강동구,서울특별시,125.2418
다사54b43a,서초구,서울특별시,125.079252
다사48a55a,은평구,서울특별시,125.0243804
다사66b50a,강동구,서울특별시,124.9591827
다사49b45b,동작구,서울특별시,124.90316
다사52b50a,용산구,서울특별시,124.8554536
다사47a52a,마포구,서울특별시,124.6788796
다사39b51a,강서구,서울특별시,124.2974984
다사44b48b,양천구,서울특별시,124.13756
다사38b51a,강서구,서울특별시,124.063772
다사46b44b,영등포구,서울특별시,123.9505932
다사49b46a,동작구,서울특별시,123.8201044
다사63a48a,광진구,서울특별시,123.669914
다사61b45a,강남구,서울특별시,123.66862
다사60b48b,성동구,서울특별시,123.655894
다사56a53b,종로구,서울특별시,123.435924
다사49b51b,서대문구,서울특별시,123.3317718
다사48a42a,관악구,서울특별시,123.021776
다사62b52a,광진구,서울특별시,122.940672
다사52a45b,동작구,서울특별시,122.8505364
다사42b43b,구로구,서울특별시,122.741284
다사61b58b,노원구,서울특별시,122.7347516
다사48a44b,영등포구,서울특별시,122.634688
다사57a60a,강북구,서울특별시,122.61525
다사59b61a,도봉구,서울특별시,122.609064
다사60b46b,강남구,서울특별시,122.6034705
다사48b53a,서대문구,서울특별시,122.431544
다사65b47a,송파구,서울특별시,122.293644
다사58a56b,성북구,서울특별시,122.2936092
다사46b42a,금천구,서울특별시,122.2296348
다사41a50b,강서구,서울특별시,122.2087828
다사56b48a,용산구,서울특별시,122.1517
다사62b62b,노원구,서울특별시,122.1321145
다사40b48b,양천구,서울특별시,121.863122
다사42b47b,양천구,서울특별시,121.6232566
다사63a61a,노원구,서울특별시,121.6067344
다사43b47a,양천구,서울특별시,121.1324564
다사56b51b,중구,서울특별시,120.941958
다사61b57a,성북구,서울특별시,120.834636
다사49a53a,서대문구,서울특별시,120.7880234
다사61a59b,노원구,서울특별시,120.63544
다사64a54b,중랑구,서울특별시,120.588314
다사53a41b,관악구,서울특별시,120.4000932
다사43b46b,양천구,서울특별시,120.343864
다사68a44b,송파구,서울특별시,120.2687692
다사63a55b,중랑구,서울특별시,120.186536
다사55b43a,서초구,서울특별시,120.1188739
다사59a54a,동대문구,서울특별시,120.0353288
다사63a54b,중랑구,서울특별시,119.7303452
다사64a46a,송파구,서울특별시,119.627864
다사61a52b,동대문구,서울특별시,119.625812
다사60b46a,강남구,서울특별시,119.4632
다사48a46a,영등포구,서울특별시,119.432232
다사49b56a,은평구,서울특별시,119.416588
다사59b49a,성동구,서울특별시,119.3891516
다사58b61a,도봉구,서울특별시,119.3477848
다사40b49a,양천구,서울특별시,119.3451556
다사63b48a,광진구,서울특별시,119.15826
다사51a44b,동작구,서울특별시,119.1320261
다사48b54a,은평구,서울특별시,119.000794
다사49a44b,동작구,서울특별시,118.7904648
다사42a52b,강서구,서울특별시,118.662872
다사49b47b,영등포구,서울특별시,118.62602
다사44b42b,금천구,서울특별시,118.5332886
다사61a39b,서초구,서울특별시,118.3542
다사56b49a,성동구,서울특별시,118.154312
다사50b54a,서대문구,서울특별시,118.0235912
다사58a59a,강북구,서울특별시,117.9707996
다사53a53b,종로구,서울특별시,117.748258
다사42a50a,강서구,서울특별시,117.5036554
다사49a58a,은평구,서울특별시,117.396608
다사58b51a,성동구,서울특별시,117.2487444
다사39a52a,강서구,서울특별시,116.9772252
다사63b41a,강남구,서울특별시,116.7922216
다사66a48b,송파구,서울특별시,116.7638138
다사52b52b,종로구,서울특별시,116.7212538
다사58b59b,강북구,서울특별시,116.6114604
다사46a49a,영등포구,서울특별시,116.587764
다사49b41a,관악구,서울특별시,116.4541136
다사51a54b,서대문구,서울특별시,116.392812
다사61b59a,노원구,서울특별시,116.375292
다사38b52b,강서구,서울특별시,116.1462152
다사64b55a,중랑구,서울특별시,115.913152
다사69a50b,강동구,서울특별시,115.891168
다사51a50a,마포구,서울특별시,115.8781016
다사45a53b,마포구,서울특별시,115.784284
다사47a42b,관악구,서울특별시,115.7068324
다사59b56a,성북구,서울특별시,115.666098
다사59b58b,강북구,서울특별시,115.660642
다사67b45a,송파구,서울특별시,115.6056116
다사58a60b,강북구,서울특별시,115.5487663
다사48b42b,관악구,서울특별시,115.356912
다사55a51a,중구,서울특별시,115.344272
다사53a49b,용산구,서울특별시,115.2686528
다사60a47b,강남구,서울특별시,115.1635294
다사61b43b,강남구,서울특별시,115.13908
다사55a48b,용산구,서울특별시,115.105914
다사61b55a,동대문구,서울특별시,115.0514592
다사58a58b,강북구,서울특별시,114.8831372
다사61a59a,노원구,서울특별시,114.6850524
다사59b57a,성북구,서울특별시,114.6743408
다사60a56b,성북구,서울특별시,114.494656
다사54b42b,서초구,서울특별시,114.2253318
다사63a52b,중랑구,서울특별시,114.1141707
다사40a42a,구로구,서울특별시,114.0534602
다사40a50b,강서구,서울특별시,114.053048
다사50a44b,동작구,서울특별시,113.9851768
다사50b50b,마포구,서울특별시,113.8064024
다사48a51b,마포구,서울특별시,113.411524
다사52a48b,용산구,서울특별시,113.3390334
다사58b50a,성동구,서울특별시,113.169952
다사60a45b,강남구,서울특별시,112.951328
다사53b42b,동작구,서울특별시,112.8811752
다사57b58b,강북구,서울특별시,112.87204
다사42b50a,강서구,서울특별시,112.787474
다사40b46a,양천구,서울특별시,112.550556
다사50a53a,서대문구,서울특별시,112.5403693
다사51a55a,서대문구,서울특별시,112.5110872
다사46b43b,영등포구,서울특별시,112.500322
다사56b48b,용산구,서울특별시,112.4990896
다사63a57a,중랑구,서울특별시,112.4011372
다사49a57a,은평구,서울특별시,112.362518
다사64a48b,광진구,서울특별시,112.3561726
다사71a51b,강동구,서울특별시,112.2879832
다사64b54b,중랑구,서울특별시,112.2133784
다사47b45a,영등포구,서울특별시,112.1198891
다사58a57a,강북구,서울특별시,112.07866
다사52a49b,용산구,서울특별시,111.9572204
다사58a55b,성북구,서울특별시,111.8164264
다사65b44b,송파구,서울특별시,111.7709736
다사62b63a,노원구,서울특별시,111.640048
다사48a43a,관악구,서울특별시,111.635984
다사45b40b,금천구,서울특별시,111.5545595
다사50b44a,동작구,서울특별시,111.510294
다사56b56b,성북구,서울특별시,111.48107
다사43b43b,구로구,서울특별시,111.445116
다사60a64b,도봉구,서울특별시,111.4253699
다사48b44b,영등포구,서울특별시,111.4227726
다사48b41a,관악구,서울특별시,111.397932
다사57a59b,강북구,서울특별시,111.25236
다사67b49a,강동구,서울특별시,111.154998
다사47a52b,마포구,서울특별시,111.1234805
다사59a58b,강북구,서울특별시,111.105456
다사44b50b,강서구,서울특별시,110.97566
다사45b46a,영등포구,서울특별시,110.8300724
다사40a50a,강서구,서울특별시,110.529188
다사63a47b,광진구,서울특별시,110.514228
다사55b47b,용산구,서울특별시,110.4882676
다사61a42b,강남구,서울특별시,110.3056172
다사60a54b,동대문구,서울특별시,109.989872
다사62b55a,중랑구,서울특별시,109.7657496
다사48a54a,서대문구,서울특별시,109.73314
다사52b43a,동작구,서울특별시,109.6970328
다사55b48a,용산구,서울특별시,109.598456
다사57a59a,강북구,서울특별시,109.583133
다사49a60b,은평구,서울특별시,109.388272
다사47b54a,은평구,서울특별시,109.3671048
다사69b44a,송파구,서울특별시,109.325706
다사52b42a,관악구,서울특별시,109.2360432
다사62a59a,노원구,서울특별시,109.1797244
다사47b53b,서대문구,서울특별시,109.13454
다사62b51b,광진구,서울특별시,108.9739
다사57b42b,서초구,서울특별시,108.9625408
다사69b50a,강동구,서울특별시,108.951094
다사51b48a,용산구,서울특별시,108.8723572
다사55b42b,서초구,서울특별시,108.5346018
다사62b59a,노원구,서울특별시,108.411748
다사41b52b,강서구,서울특별시,108.3038655
다사60a58b,노원구,서울특별시,108.233194
다사52a51a,서대문구,서울특별시,108.1170604
다사60a51a,성동구,서울특별시,108.0838244
다사65a57b,중랑구,서울특별시,108.035308
다사59b59a,노원구,서울특별시,107.9140748
다사40b49b,양천구,서울특별시,107.7849379
다사42b52a,강서구,서울특별시,107.7136729
다사49b52a,서대문구,서울특별시,107.628772
다사39a51b,강서구,서울특별시,107.605808
다사68b47b,강동구,서울특별시,107.345332
다사61b61a,노원구,서울특별시,107.237164
다사58b56b,성북구,서울특별시,107.144728
다사54a49b,용산구,서울특별시,107.139994
다사47b45b,영등포구,서울특별시,107.0900676
다사59b43a,강남구,서울특별시,107.048884
다사61b45b,강남구,서울특별시,106.9954908
다사60a57a,성북구,서울특별시,106.752512
다사57a58b,강북구,서울특별시,106.691346
다사65a41b,강남구,서울특별시,106.5060768
다사57b58a,강북구,서울특별시,106.4992968
다사56b52b,종로구,서울특별시,106.4978476
다사59a52b,동대문구,서울특별시,106.450558
다사58a40b,서초구,서울특별시,106.329276
다사45b44a,구로구,서울특별시,106.2386584
다사62a59b,노원구,서울특별시,106.122002
다사66b49b,강동구,서울특별시,105.9035718
다사58a54a,성북구,서울특별시,105.88477
다사41a46b,양천구,서울특별시,105.8372888
다사50a44a,동작구,서울특별시,105.6145588
다사56a57b,성북구,서울특별시,105.6106392
다사50a45b,동작구,서울특별시,105.5862
다사56a43b,서초구,서울특별시,105.42272
다사42a45a,구로구,서울특별시,105.3764392
다사63b51a,광진구,서울특별시,105.360362
다사63a60b,노원구,서울특별시,105.3550324
다사59b52a,성동구,서울특별시,105.293288
다사54b44b,서초구,서울특별시,105.129104
다사60b59a,노원구,서울특별시,105.098996
다사39a51a,강서구,서울특별시,105.0662735
다사54b42a,서초구,서울특별시,104.914684
다사68b44a,송파구,서울특별시,104.737966
다사64a50b,광진구,서울특별시,104.647024
다사70a50b,강동구,서울특별시,104.5944932
다사42a50b,강서구,서울특별시,104.3123927
다사50b43b,관악구,서울특별시,103.983716
다사59a59b,도봉구,서울특별시,103.9581872
다사60b53a,동대문구,서울특별시,103.953032
다사39b51b,강서구,서울특별시,103.673564
다사55a49a,용산구,서울특별시,103.5036428
다사60a63a,노원구,서울특별시,103.4662648
다사60b54a,동대문구,서울특별시,103.463176
다사45b40a,금천구,서울특별시,103.4466
다사52a51b,서대문구,서울특별시,103.338026
다사43a43a,구로구,서울특별시,103.3305824
다사52a53a,종로구,서울특별시,103.2458447
다사62b49b,광진구,서울특별시,103.244216
다사41b45b,양천구,서울특별시,103.2021648
다사52b48a,용산구,서울특별시,103.15957
다사58a53b,성북구,서울특별시,103.12242
다사48b59a,은평구,서울특별시,102.8808604
다사61a57a,성북구,서울특별시,102.8775561
다사42b46a,양천구,서울특별시,102.790696
다사70a51a,강동구,서울특별시,102.7646364
다사43a44b,구로구,서울특별시,102.703094
다사44a46a,양천구,서울특별시,102.667644
다사47a38a,금천구,서울특별시,102.6126972
다사58a52b,동대문구,서울특별시,102.573836
다사58a57b,강북구,서울특별시,102.471056
다사49a45a,동작구,서울특별시,102.292806
다사57b54b,성북구,서울특별시,102.2306524
다사41a44a,구로구,서울특별시,102.162944
다사56b60b,강북구,서울특별시,102.1017244
다사64a53b,중랑구,서울특별시,102.041808
다사56a56b,성북구,서울특별시,101.950772
다사52b50b,중구,서울특별시,101.805649
다사50b54b,서대문구,서울특별시,101.578206
다사62a58a,노원구,서울특별시,101.5063052
다사68b51a,강동구,서울특별시,101.458242
다사54b46b,용산구,서울특별시,101.348508
다사55a47a,용산구,서울특별시,101.3260332
다사48b45b,영등포구,서울특별시,101.266592
다사59b63b,도봉구,서울특별시,101.1407776
다사58b61b,도봉구,서울특별시,101.0886627
다사48a54b,은평구,서울특별시,100.957396
다사45b47b,영등포구,서울특별시,100.8239196
다사55a52b,종로구,서울특별시,100.81681
다사61a48b,광진구,서울특별시,100.7947564
다사51b51b,서대문구,서울특별시,100.784896
다사57a61b,도봉구,서울특별시,100.7056156
다사61a55b,동대문구,서울특별시,100.5918676
다사48a52a,마포구,서울특별시,100.549572
다사40b48a,양천구,서울특별시,100.50675
다사65b41b,강남구,서울특별시,100.4833492
다사59a55a,성북구,서울특별시,100.4005264
다사50a42b,관악구,서울특별시,100.16126
다사49b41b,관악구,서울특별시,100.063092
다사61b63a,노원구,서울특별시,100.05802
다사63a53b,중랑구,서울특별시,99.997806
다사63a43b,강남구,서울특별시,99.875744
다사62a49a,광진구,서울특별시,99.859118
다사44a44b,구로구,서울특별시,99.4709408
다사48a43b,동작구,서울특별시,99.39909488
다사70b51a,강동구,서울특별시,99.3108992
다사56a54b,성북구,서울특별시,99.284336
다사61a56b,성북구,서울특별시,99.275584
다사47b54b,은평구,서울특별시,99.23048
다사57b40a,서초구,서울특별시,98.924202
다사41a47a,양천구,서울특별시,98.792874
다사58b63a,도봉구,서울특별시,98.646798
다사59b54a,동대문구,서울특별시,98.3206396
다사67b50b,강동구,서울특별시,98.25975412
다사64a50a,광진구,서울특별시,97.976904
다사50a54b,서대문구,서울특별시,97.8901548
다사49b60b,은평구,서울특별시,97.54114928
다사48b44a,동작구,서울특별시,97.427954
다사59b56b,성북구,서울특별시,97.3346016
다사59a41a,서초구,서울특별시,97.3093804
다사57a58a,강북구,서울특별시,97.192232
다사60a48b,성동구,서울특별시,96.3212784
다사47b57b,은평구,서울특별시,96.298176
다사49b53a,서대문구,서울특별시,96.28441292
다사49b58a,은평구,서울특별시,96.244632
다사48b60b,은평구,서울특별시,95.598432
다사48b45a,영등포구,서울특별시,95.48978
다사61a63a,노원구,서울특별시,95.445148
다사56b58a,강북구,서울특별시,95.186584
다사41a47b,양천구,서울특별시,95.153916
다사50b41a,관악구,서울특별시,95.0984608
다사48a45b,영등포구,서울특별시,94.989484
다사61b43a,강남구,서울특별시,94.97740808
다사52a50b,마포구,서울특별시,94.95777676
다사59a61a,도봉구,서울특별시,94.9110804
다사48b58b,은평구,서울특별시,94.890596
다사50a40b,관악구,서울특별시,94.783976
다사65b47b,송파구,서울특별시,94.645568
다사45b48b,양천구,서울특별시,94.541336
다사46a40b,금천구,서울특별시,94.50211072
다사60a42a,강남구,서울특별시,94.4610536
다사50a57b,은평구,서울특별시,94.387248
다사57b54a,성북구,서울특별시,94.12498364
다사59a52a,성동구,서울특별시,94.045672
다사46a46a,영등포구,서울특별시,93.9959928
다사40b44a,구로구,서울특별시,93.993618
다사63b57b,중랑구,서울특별시,93.94968214
다사49a59b,은평구,서울특별시,93.896658
다사71a49b,강동구,서울특별시,93.834683
다사54b49a,용산구,서울특별시,93.794388
다사42b44b,구로구,서울특별시,93.737524
다사59a59a,강북구,서울특별시,93.7136108
다사46a48a,영등포구,서울특별시,93.567572
다사61a60b,노원구,서울특별시,93.298736
다사48a46b,영등포구,서울특별시,93.23622184
다사53a53a,종로구,서울특별시,92.858872
다사54a53a,종로구,서울특별시,92.63526
다사60a58a,성북구,서울특별시,92.471554
다사44b49a,양천구,서울특별시,92.3073632
다사59a54b,성북구,서울특별시,92.305708
다사59b57b,성북구,서울특별시,92.213546
다사51b45b,동작구,서울특별시,92.1676636
다사47b56b,은평구,서울특별시,92.075168
다사68b43a,송파구,서울특별시,92.0011788
다사60b53b,동대문구,서울특별시,91.999396
다사61b50a,성동구,서울특별시,91.9596
다사48a41b,관악구,서울특별시,91.817536
다사41a46a,양천구,서울특별시,91.6566168
다사61b58a,노원구,서울특별시,91.5231684
다사49a50a,마포구,서울특별시,91.3459516
다사68b44b,송파구,서울특별시,91.218254
다사40b51b,강서구,서울특별시,91.115672
다사47b51b,마포구,서울특별시,91.0796548
다사60b42b,강남구,서울특별시,91.0487376
다사54b49b,용산구,서울특별시,91.046672
다사59b65a,도봉구,서울특별시,91.0409544
다사40a42b,구로구,서울특별시,91.033112
다사65a49b,광진구,서울특별시,90.942064
다사65a50a,광진구,서울특별시,90.8071808
다사56a51a,중구,서울특별시,90.26821488
다사62a55a,중랑구,서울특별시,89.8985284
다사44b46a,양천구,서울특별시,89.844928
다사56a47b,용산구,서울특별시,89.755218
다사49b40b,관악구,서울특별시,89.712044
다사47b40a,금천구,서울특별시,89.44944192
다사61a53b,동대문구,서울특별시,89.237572
다사62a45a,송파구,서울특별시,89.1902724
다사55b57a,성북구,서울특별시,88.918348
다사49b59b,은평구,서울특별시,88.8935288
다사63b42b,강남구,서울특별시,88.3078
다사48a59b,은평구,서울특별시,87.731016
다사59a53b,동대문구,서울특별시,87.537936
다사65a47a,송파구,서울특별시,87.374564
다사62a57b,노원구,서울특별시,87.32700712
다사46b39a,금천구,서울특별시,87.322448
다사44a45b,양천구,서울특별시,87.1992796
다사68a44a,송파구,서울특별시,87.16764
다사63a58b,노원구,서울특별시,87.0135368
다사67b44b,송파구,서울특별시,86.953764
다사52a44b,동작구,서울특별시,86.67654896
다사50a42a,관악구,서울특별시,86.462732
다사50a51a,서대문구,서울특별시,86.45763
다사67a46a,송파구,서울특별시,86.3095816
다사50a55b,은평구,서울특별시,86.3071436
다사59b64b,도봉구,서울특별시,86.2935908
다사55a54a,종로구,서울특별시,86.272668
다사55b54b,종로구,서울특별시,86.047284
다사60b61a,노원구,서울특별시,85.237424
