gid,val,EMD_NM,자치구?,등록수,교통량,동물병?,위탁업?,판매업?,놀이터_
"11110101",1672511.7199999999720603227615356445313,청운동,종로구,"155","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110102",3512680.3399999998509883880615234375000,신교동,종로구,"89","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110103",2726053.7500000000000000000000000000000,궁정동,종로구,"7","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110104",4504767.0999999996274709701538085937500,효자동,종로구,"46","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110105",5229726.3700000001117587089538574218750,창성동,종로구,"35","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110106",6227721.0599999995902180671691894531250,통의동,종로구,"30","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110107",17778669.9200000017881393432617187500000,적선동,종로구,"11","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110108",5868900.9299999997019767761230468750000,통인동,종로구,"59","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110109",1171220.6200000001117587089538574218750,누상동,종로구,"207","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110110",4580692.1900000004097819328308105468750,누하동,종로구,"57","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110111",1509510.8899999998975545167922973632813,옥인동,종로구,"147","562",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110112",5613518.0599999995902180671691894531250,체부동,종로구,"66","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110113",4634413.2000000001862645149230957031250,필운동,종로구,"47","861",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110114",13972724.1899999994784593582153320312500,내자동,종로구,"14","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110115",2597632.8599999998696148395538330078125,사직동,종로구,"246","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110116",26113451.3000000007450580596923828125000,도렴동,종로구,"2","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110117",19517376.7699999995529651641845703125000,당주동,종로구,"29","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110118",13050961.6500000003725290298461914062500,내수동,종로구,"187","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110119",7831450.0199999995529651641845703125000,세종로,종로구,"31","562",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110120",26717093.1799999997019767761230468750000,신문로1가,종로구,"6","861",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110121",6653393.4000000003725290298461914062500,신문로2가,종로구,"55","861",1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11110122",32498782.1099999994039535522460937500000,청진동,종로구,"4","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110123",41007725.2400000020861625671386718750000,서린동,종로구,"24","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110124",17571339.3099999986588954925537109375000,수송동,종로구,"26","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110125",16112547.9900000002235174179077148437500,중학동,,,"482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110126",28789913.4699999988079071044921875000000,종로1가,종로구,"14","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110127",37689536.0900000035762786865234375000000,공평동,종로구,"2","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110128",13631576.2300000004470348358154296875000,관훈동,종로구,"2","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110129",10778776.4499999992549419403076171875000,견지동,종로구,"15","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110130",1558987.1999999999534338712692260742188,와룡동,종로구,"5","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110131",3323987.2799999997951090335845947265625,권농동,종로구,"22","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110132",9434321.6500000003725290298461914062500,운니동,종로구,"8","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110133",7592527.0599999995902180671691894531250,익선동,종로구,"46","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110134",10404046.9600000008940696716308593750000,경운동,종로구,"12","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110135",23265360.0799999982118606567382812500000,관철동,종로구,"6","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110136",17409767.2199999988079071044921875000000,인사동,종로구,"10","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110137",11723722.3800000008195638656616210937500,낙원동,종로구,"31","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110138",25908894.6900000013411045074462890625000,종로2가,,,"482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110139",6083371.9699999997392296791076660156250,팔판동,종로구,"28","1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110140",1112971.5300000000279396772384643554688,삼청동,종로구,"120","1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110141",7487517.3200000002980232238769531250000,안국동,종로구,"15","1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110142",8405839.2500000000000000000000000000000,소격동,종로구,"18","1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110143",5845526.5499999998137354850769042968750,화동,종로구,"9","1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110144",8507676.6300000008195638656616210937500,사간동,종로구,"18","1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110145",8580093.4199999999254941940307617187500,송현동,,,"1050",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110146",5564870.1100000003352761268615722656250,가회동,종로구,"105","891",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110147",8323568.2400000002235174179077148437500,재동,종로구,"7","891",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110148",5338172.5599999995902180671691894531250,계동,종로구,"83","891",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110149",3396794.1400000001303851604461669921875,원서동,종로구,"117","891",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110150",1234765.2399999999906867742538452148438,훈정동,,,"482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110151",12801493.2799999993294477462768554687500,묘동,,,"482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110152",7854752.3099999995902180671691894531250,봉익동,종로구,"2","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110153",9977276.6999999992549419403076171875000,돈의동,종로구,"34","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110154",12770533.0899999998509883880615234375000,장사동,종로구,"3","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110155",14122387.8800000008195638656616210937500,관수동,종로구,"1","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110156",18450677.5300000011920928955078125000000,종로3가,종로구,"1","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110157",10946152.5999999996274709701538085937500,인의동,종로구,"47","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110158",13831952.6199999991804361343383789062500,예지동,,,"482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110159",5054803.3600000003352761268615722656250,원남동,종로구,"36","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110160",8212800.5199999995529651641845703125000,연지동,종로구,"34","2119",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110161",13754677.3699999991804361343383789062500,종로4가,종로구,"2","482",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110162",7695265.5099999997764825820922851562500,효제동,종로구,"22","2119",0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11110163",13044312.2500000000000000000000000000000,종로5가,종로구,"11","2119",0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11110164",8898926.2500000000000000000000000000000,종로6가,종로구,"35","2119",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110165",3833552.1600000001490116119384765625000,이화동,종로구,"119","4956",0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11110166",5252472.7400000002235174179077148437500,연건동,종로구,"63","4956",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110167",4382739.2999999998137354850769042968750,충신동,종로구,"155","2119",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110168",6485223.5700000002980232238769531250000,동숭동,종로구,"309","4956",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110169",4460818.1600000001490116119384765625000,혜화동,종로구,"197","3717",2.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000
"11110170",3646959.6000000000931322574615478515625,명륜1가,종로구,"217","3717",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110171",6835093.6200000001117587089538574218750,명륜2가,종로구,"191","3717",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110172",7276936.3300000000745058059692382812500,명륜4가,종로구,"55","3717",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110173",2177881.4100000001490116119384765625000,명륜3가,종로구,"264","14868",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110174",4287561.4900000002235174179077148437500,창신동,종로구,"1181","2323",2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110175",4677245.1500000003725290298461914062500,숭인동,종로구,"901","14346",1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000
"11110176",9067564.1400000005960464477539062500000,교남동,종로구,"3","1711",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110177",11210602.4100000001490116119384765625000,평동,종로구,"39","1711",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110178",7779291.3200000002980232238769531250000,송월동,종로구,"4","1711",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110179",9276599.9100000001490116119384765625000,홍파동,종로구,"162","1711",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110180",7505000.0700000002980232238769531250000,교북동,종로구,"44","1711",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110181",3270783.3599999998696148395538330078125,행촌동,종로구,"208","1711",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110182",369774.4400000000023283064365386962891,구기동,종로구,"546","5760",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110183",821092.4699999999720603227615356445313,평창동,종로구,"1203","5760",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110184",746262.7700000000186264514923095703125,부암동,종로구,"497","6177",1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
"11110185",1598634.2500000000000000000000000000000,홍지동,종로구,"139","6177",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11110186",1829000.2800000000279396772384643554688,신영동,종로구,"304","6177",1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
